F,L,N,gpa
1112,1112,7,2.96
1112,1122,12,3.72
1112,1112,7,
1112,1129,24,3.41
1112,1132,23,2.57
1112,1202,39,1.92
1112,1229,55,3.82
1112,1112,8,3.33
1112,1129,14,3.83
1112,1112,6,2.8
1112,1162,51,2.75
1112,1116,9,1.5
1112,1162,22,3.95
1112,1119,12,3.24
1112,1126,18,2.07
1112,1119,12,3.02
1112,1122,15,3.83
1112,1146,37,3.47
1112,1169,22,3.02
1112,1112,6,4.1
1112,1152,39,3.31
1112,1162,7,2.6
1112,1122,13,3.35
1112,1132,22,2.43
1112,1112,7,4.0
1112,1132,17,2.82
1112,1119,6,3.8
1112,1122,14,3.08
1112,1162,37,3.26
1112,1119,8,3.95
1112,1112,10,3.21
1112,1112,9,
1112,1142,37,3.47
1112,1139,19,4.03
1112,1132,19,2.72
1112,1129,18,2.98
1112,1119,8,2.53
1112,1152,34,3.0
1112,1122,20,3.29
1112,1112,8,0.1
1112,1112,5,
1112,1162,36,2.25
1112,1179,48,2.68
1112,1212,59,3.45
1112,1179,11,2.8
1112,1119,9,3.62
1112,1136,24,2.95
1112,1112,7,1.43
1112,1159,44,3.08
1112,1162,35,3.51
1112,1169,40,3.37
1112,1152,45,2.91
1112,1132,24,1.9
1112,1132,21,2.94
1112,1112,6,1.1
1112,1122,15,2.51
1112,1112,8,3.45
1112,1132,25,1.99
1112,1172,31,3.37
1112,1129,23,3.05
1112,1122,15,2.61
1112,1229,34,4.06
1112,1129,12,3.58
1112,1129,15,3.99
1112,1182,46,3.25
1112,1119,10,1.1
1112,1116,8,3.95
1112,1139,16,3.76
1112,1139,27,2.56
1112,1112,7,3.0
1112,1132,21,3.21
1112,1159,41,2.79
1112,1119,12,2.64
1112,1142,13,2.56
1112,1119,12,2.72
1112,1112,6,
1112,1129,16,3.8
1112,1189,45,3.31
1112,1156,44,2.95
1112,1182,47,2.47
1112,1112,5,1.1
1112,1139,26,2.93
1112,1139,32,3.61
1112,1122,19,1.43
1112,1129,11,2.61
1112,1122,17,2.58
1112,1129,14,2.2
1112,1112,6,
1112,1119,10,
1112,1122,15,3.76
1112,1116,9,3.42
1112,1139,21,3.81
1112,1112,5,2.1
1112,1142,18,4.07
1112,1119,14,2.86
1112,1132,26,3.05
1112,1119,8,3.25
1112,1119,7,
1112,1139,19,3.28
1112,1129,14,3.16
1112,1122,8,3.27
1112,1116,8,3.95
1112,1112,6,2.25
1112,1112,9,3.1
1112,1116,9,3.5
1112,1122,14,2.1
1112,1132,24,2.14
1112,1132,29,2.59
1112,1132,15,3.23
1112,1122,16,2.83
1112,1122,18,2.85
1112,1122,17,3.07
1112,1146,25,3.6
1112,1112,7,4.1
1112,1212,49,3.01
1112,1219,20,2.7
1112,1142,33,2.89
1112,1122,13,3.03
1112,1146,23,2.62
1112,1162,38,3.35
1112,1119,15,3.19
1112,1159,43,2.96
1112,1132,23,3.65
1112,1139,26,3.88
1112,1112,5,4.1
1112,1179,31,3.45
1112,1112,8,
1112,1179,47,1.99
1112,1172,51,2.52
1112,1132,28,3.52
1112,1222,37,2.76
1112,1202,42,2.94
1112,1172,36,3.64
1112,1139,15,2.19
1112,1132,11,2.02
1112,1119,12,3.42
1112,1112,7,3.86
1112,1162,17,3.33
1112,1219,42,3.65
1112,1132,22,3.13
1112,1119,12,2.63
1112,1192,49,2.67
1112,1149,22,3.07
1112,1142,25,3.81
1112,1122,18,0.7
1112,1122,16,2.4
1112,1112,8,1.43
1112,1129,21,2.62
1112,1129,13,2.45
1112,1122,15,2.8
1112,1152,25,3.51
1112,1129,23,4.02
1112,1126,11,3.83
1112,1139,22,3.07
1112,1159,44,3.94
1112,1119,12,2.87
1112,1122,9,3.52
1112,1112,5,
1112,1112,8,3.1
1112,1119,7,4.1
1112,1112,5,4.1
1112,1152,40,2.56
1112,1159,10,2.86
1112,1119,6,4.1
1112,1112,6,3.25
1112,1119,10,3.86
1112,1119,14,2.67
1112,1122,13,2.06
1112,1126,15,2.36
1112,1119,12,3.63
1112,1122,7,3.33
1112,1162,35,1.87
1112,1129,19,3.43
1112,1112,7,2.86
1112,1112,6,0.1
1112,1156,34,3.78
1112,1112,8,3.95
1112,1119,10,2.87
1112,1122,19,2.1
1112,1142,12,3.6
1112,1122,10,3.43
1112,1159,38,3.74
1112,1139,26,3.26
1112,1209,46,2.5
1112,1169,62,2.47
1112,1112,7,4.1
1112,1152,47,3.39
1112,1139,22,3.51
1112,1112,8,
1112,1112,8,
1112,1172,65,3.51
1112,1122,9,4.02
1112,1199,17,3.2
1112,1146,33,2.6
1112,1119,13,1.56
1112,1119,16,3.84
1112,1119,12,3.13
1112,1179,36,2.8
1112,1229,9,3.1
1112,1112,6,3.95
1112,1129,12,2.94
1112,1139,25,2.81
1112,1132,20,1.63
1112,1192,72,4.06
1112,1132,15,2.86
1112,1122,13,2.72
1112,1139,24,2.7
1112,1229,37,2.7
1112,1116,9,
1112,1119,9,3.95
1112,1142,35,2.76
1112,1199,22,3.39
1112,1172,9,0.1
1112,1112,7,0.1
1112,1119,9,2.25
1112,1132,27,2.06
1112,1112,7,2.96
1112,1122,9,3.9
1112,1159,18,3.68
1112,1112,8,3.23
1112,1132,32,2.27
1112,1122,12,0.6
1112,1132,21,3.03
1112,1129,17,2.91
1112,1119,12,2.08
1112,1139,14,4.01
1112,1149,10,0.1
1112,1112,5,
1112,1132,20,3.24
1112,1172,16,2.26
1112,1119,8,3.1
1112,1122,16,3.26
1112,1112,8,2.02
1112,1132,27,3.65
1112,1112,8,0.6
1112,1142,27,3.04
1112,1129,27,3.65
1112,1209,51,3.95
1112,1132,9,2.1
1112,1219,59,2.95
1112,1112,8,2.6
1112,1139,13,2.52
1112,1112,5,3.8
1112,1132,23,3.29
1112,1119,7,4.1
1112,1122,15,3.9
1112,1142,37,3.94
1112,1132,21,3.12
1112,1179,26,2.33
1112,1119,10,1.98
1112,1122,10,2.9
1112,1112,6,3.25
1112,1129,23,3.02
1112,1149,20,3.92
1112,1152,45,2.69
1112,1152,48,2.33
1112,1139,25,1.87
1112,1112,8,2.25
1112,1172,42,2.31
1112,1112,6,
1112,1122,18,1.43
1112,1132,26,3.37
1112,1119,11,0.1
1112,1116,8,3.95
1112,1119,10,3.83
1112,1149,34,3.25
1112,1152,22,3.47
1112,1112,7,2.23
1112,1132,29,2.92
1112,1116,7,3.9
1112,1162,37,2.99
1112,1119,12,3.38
1112,1149,27,3.25
1112,1152,39,2.69
1112,1112,8,3.6
1112,1229,31,2.93
1112,1112,9,3.07
1112,1112,5,
1112,1139,27,2.93
1112,1112,5,3.1
1112,1162,48,2.81
1112,1112,6,3.6
1112,1122,13,3.1
1112,1229,14,2.9
1112,1112,8,0.1
1112,1132,12,2.9
1112,1152,48,1.91
1112,1119,7,3.9
1112,1149,32,3.28
1112,1152,33,3.42
1112,1139,36,4.02
1112,1152,32,3.11
1112,1149,25,3.68
1112,1112,8,3.43
1112,1132,30,3.5
1112,1112,8,0.1
1112,1112,7,4.1
1112,1112,7,3.56
1112,1116,9,2.5
1112,1112,8,
1112,1132,28,3.03
1112,1122,16,1.43
1112,1129,17,2.86
1112,1129,16,1.71
1112,1119,9,3.76
1112,1146,29,3.17
1112,1132,15,2.05
1112,1119,9,2.22
1112,1122,21,3.36
1112,1129,11,3.3
1112,1112,6,0.1
1112,1149,17,4.1
1112,1119,11,1.5
1112,1122,11,3.97
1112,1172,16,3.32
1112,1142,24,2.48
1112,1119,13,2.58
1112,1202,30,2.86
1112,1132,23,2.75
1112,1122,13,2.47
1112,1122,9,2.17
1112,1162,39,2.92
1112,1132,24,3.52
1112,1122,12,2.43
1112,1159,35,3.19
1112,1112,6,4.1
1112,1122,17,2.95
1112,1142,39,2.53
1112,1119,15,1.83
1112,1129,17,3.3
1112,1152,45,3.0
1112,1162,32,3.79
1112,1142,21,2.43
1112,1116,10,3.5
1112,1119,9,3.76
1112,1112,6,2.95
1112,1202,20,1.58
1112,1202,18,3.35
1112,1122,10,3.9
1112,1139,28,2.42
1112,1112,11,3.7
1112,1122,13,3.26
1112,1119,8,3.43
1112,1112,8,2.77
1112,1122,17,2.67
1112,1132,21,3.73
1112,1212,57,2.42
1112,1152,35,2.55
1112,1112,7,3.43
1112,1182,37,3.47
1112,1142,37,2.78
1112,1119,10,2.33
1112,1202,39,3.13
1112,1112,6,
1112,1156,34,3.14
1112,1119,6,4.1
1112,1132,14,3.3
1112,1112,9,3.07
1112,1139,19,3.72
1112,1162,14,2.74
1112,1142,32,3.03
1112,1129,9,3.52
1112,1122,11,1.42
1112,1152,35,3.34
1112,1172,38,3.31
1112,1182,32,3.66
1112,1149,41,2.84
1112,1112,8,2.02
1112,1149,31,3.5
1112,1132,22,3.15
1112,1139,11,3.57
1112,1112,9,3.85
1112,1152,27,2.86
1112,1119,13,3.78
1112,1129,15,2.52
1112,1122,13,3.35
1112,1119,7,3.8
1112,1139,26,3.59
1112,1159,37,2.39
1112,1152,40,2.56
1112,1172,45,3.99
1112,1112,5,0.1
1112,1119,10,3.64
1112,1112,6,3.1
1112,1209,38,3.62
1112,1112,8,2.4
1112,1139,29,3.32
1112,1142,33,2.95
1112,1122,16,2.29
1112,1142,15,2.94
1112,1149,23,3.33
1112,1122,15,3.11
1112,1139,20,3.22
1112,1132,6,
1112,1112,5,4.1
1112,1112,8,0.76
1112,1212,32,3.22
1112,1119,11,
1112,1112,6,
1112,1142,16,3.78
1112,1112,7,3.45
1112,1132,33,3.75
1112,1152,31,3.01
1112,1112,8,3.27
1112,1112,6,
1112,1122,16,1.47
1112,1152,44,3.15
1112,1119,10,3.31
1112,1132,25,2.2
1112,1169,32,2.36
1112,1149,36,2.68
1112,1112,5,4.1
1112,1119,9,2.56
1112,1112,9,2.56
1112,1132,18,3.96
1112,1112,9,
1112,1162,39,3.44
1112,1142,35,2.55
1112,1162,41,2.9
1112,1122,12,3.9
1112,1112,6,
1112,1132,25,1.83
1112,1112,7,3.23
1112,1136,23,1.99
1112,1119,11,3.14
1112,1142,37,3.98
1112,1119,8,3.87
1112,1136,32,3.5
1112,1159,18,2.58
1112,1142,33,2.94
1112,1159,35,3.04
1112,1169,58,2.24
1112,1112,9,
1112,1112,8,
1112,1132,16,2.45
1112,1139,26,3.57
1112,1112,8,3.27
1112,1122,14,2.51
1112,1112,5,4.1
1112,1112,9,3.56
1112,1162,47,2.37
1112,1199,35,2.52
1112,1116,7,2.43
1112,1152,41,3.53
1112,1132,14,3.57
1112,1116,12,3.3
1112,1119,11,2.2
1112,1112,9,3.64
1112,1122,10,3.04
1112,1119,12,3.2
1112,1112,5,3.1
1112,1112,8,3.1
1112,1119,11,3.71
1112,1202,37,3.38
1112,1179,36,3.66
1112,1142,27,2.87
1112,1112,7,1.1
1112,1219,28,3.13
1112,1129,9,2.75
1112,1112,9,3.6
1112,1179,27,3.02
1112,1139,15,3.36
1112,1162,41,2.94
1112,1112,6,2.1
1112,1116,6,3.1
1112,1142,11,2.96
1112,1146,38,3.09
1112,1116,10,3.1
1112,1162,12,2.2
1112,1116,11,3.76
1112,1142,17,3.75
1112,1209,6,
1112,1152,46,2.92
1112,1142,23,2.9
1112,1112,7,
1112,1142,17,2.76
1112,1159,38,3.83
1112,1219,30,2.66
1112,1122,16,1.3
1112,1212,40,2.92
1112,1142,17,3.75
1112,1132,23,4.1
1112,1132,22,3.42
1112,1202,22,2.95
1112,1142,13,2.56
1112,1139,28,3.15
1112,1129,23,3.02
1112,1132,24,3.44
1112,1139,19,3.85
1112,1112,5,3.8
1112,1119,10,4.1
1112,1126,9,2.78
1112,1132,30,3.96
1112,1122,13,3.3
1112,1132,13,2.63
1112,1129,15,3.56
1112,1126,16,2.88
1112,1149,43,2.78
1112,1132,23,3.8
1112,1119,14,3.06
1112,1119,8,1.1
1112,1159,39,2.43
1112,1116,10,2.28
1112,1112,7,2.66
1112,1149,22,2.5
1112,1112,5,2.8
1112,1112,8,0.76
1112,1112,6,2.1
1112,1112,6,
1112,1142,34,3.0
1112,1132,21,2.52
1112,1112,5,
1112,1132,26,2.94
1112,1119,14,3.11
1112,1116,6,4.1
1112,1119,13,2.98
1112,1182,58,3.9
1112,1122,7,2.2
1112,1142,24,3.72
1112,1172,53,2.89
1112,1129,16,3.52
1112,1139,18,3.17
1112,1159,45,3.21
1112,1122,15,1.66
1112,1119,7,2.25
1112,1112,8,2.3
1112,1139,18,4.02
1112,1122,17,2.94
1112,1159,13,3.88
1112,1192,34,3.9
1112,1149,28,3.95
1112,1152,23,3.69
1112,1172,37,3.0
1112,1159,26,2.92
1112,1119,15,1.83
1112,1139,25,4.05
1112,1156,21,3.5
1112,1139,27,2.65
1112,1119,12,2.75
1112,1139,21,3.16
1112,1159,26,2.68
1112,1119,9,4.1
1112,1119,12,2.3
1112,1129,14,4.1
1112,1112,7,3.43
1112,1132,26,3.81
1112,1152,41,3.1
1112,1139,30,3.39
1112,1112,8,
1112,1142,28,2.84
1112,1129,11,0.43
1112,1142,29,2.98
1112,1119,8,4.1
1112,1119,10,3.5
1112,1112,5,
1112,1112,8,2.35
1112,1149,28,2.53
1112,1182,36,3.41
1112,1169,33,2.5
1112,1142,13,3.18
1112,1132,26,3.02
1112,1172,50,2.85
1112,1112,8,3.1
1112,1152,36,3.55
1112,1159,43,1.96
1112,1142,36,1.89
1112,1146,8,4.02
1112,1116,6,2.8
1112,1179,46,2.56
1112,1192,50,2.59
1112,1142,33,3.71
1112,1122,14,1.85
1112,1112,8,2.53
1112,1142,25,1.93
1112,1132,19,1.1
1112,1112,6,2.9
1112,1126,13,1.17
1112,1129,24,2.73
1112,1179,51,2.51
1112,1136,18,3.57
1112,1132,20,2.76
1112,1112,8,2.66
1112,1129,26,3.72
1112,1119,12,2.8
1112,1179,11,3.82
1112,1149,35,3.02
1112,1142,30,3.32
1112,1119,7,3.56
1112,1139,13,3.47
1112,1149,22,3.07
1112,1149,40,3.02
1112,1142,25,2.96
1112,1119,13,
1112,1132,13,2.16
1112,1142,18,2.79
1112,1112,6,
1112,1122,16,2.36
1112,1202,29,4.1
1112,1119,13,2.32
1112,1132,29,2.3
1112,1112,8,3.95
1112,1152,39,3.06
1112,1119,12,2.47
1112,1112,8,0.1
1112,1122,12,3.86
1112,1122,12,3.76
1112,1112,9,2.42
1112,1182,34,2.14
1112,1152,29,3.96
1112,1112,7,3.75
1112,1129,27,3.41
1112,1139,35,2.39
1112,1112,7,1.1
1112,1122,12,2.25
1112,1122,14,3.04
1112,1169,30,1.69
1112,1112,7,4.0
1112,1132,16,3.42
1112,1152,24,2.0
1112,1179,14,3.87
1112,1152,31,2.58
1112,1112,6,3.45
1112,1142,25,3.44
1112,1142,20,2.81
1112,1112,6,4.1
1112,1142,34,3.48
1112,1182,20,3.99
1112,1116,8,2.27
1112,1126,17,2.5
1112,1159,17,3.68
1112,1112,9,2.16
1112,1119,7,3.75
1112,1159,35,3.68
1112,1139,33,4.05
1112,1122,11,3.62
1112,1139,32,3.8
1112,1202,54,2.05
1112,1172,33,3.32
1112,1112,8,2.25
1112,1126,16,1.86
1112,1182,50,3.07
1112,1222,12,3.15
1112,1119,12,1.88
1112,1132,31,1.68
1112,1129,17,2.93
1112,1142,28,3.59
1112,1119,8,3.76
1112,1132,26,3.03
1112,1119,12,2.76
1112,1156,46,2.88
1112,1139,25,4.05
1112,1152,7,
1112,1152,18,3.93
1112,1119,12,2.75
1112,1142,21,3.08
1112,1119,6,3.4
1112,1122,16,4.01
1112,1142,24,2.16
1112,1112,8,2.1
1112,1119,10,3.36
1112,1112,5,2.1
1112,1112,9,1.66
1112,1112,6,2.1
1112,1122,15,2.77
1112,1179,17,2.77
1112,1122,12,3.42
1112,1152,28,2.61
1112,1149,39,2.8
1112,1149,18,3.43
1112,1159,50,2.47
1112,1149,13,3.71
1112,1152,25,3.55
1112,1122,19,3.9
1112,1142,28,3.33
1112,1172,44,2.65
1112,1156,36,3.18
1112,1132,17,1.85
1112,1149,13,3.4
1112,1142,41,3.1
1112,1162,42,3.21
1112,1112,6,
1112,1119,9,2.85
1112,1172,29,2.63
1112,1119,8,2.87
1112,1149,28,3.87
1112,1129,19,3.85
1112,1132,8,2.42
1112,1122,14,2.66
1112,1182,46,3.4
1112,1122,20,3.8
1112,1169,15,3.62
1112,1112,7,0.1
1112,1179,35,3.19
1112,1112,8,4.1
1112,1136,10,3.5
1112,1189,7,1.43
1112,1122,10,3.95
1112,1149,28,3.16
1112,1142,32,2.98
1112,1149,28,2.35
1112,1192,67,2.65
1112,1129,20,3.12
1112,1122,14,1.73
1112,1142,13,1.52
1112,1149,27,2.95
1112,1139,21,2.54
1112,1132,28,2.63
1112,1139,36,3.16
1112,1152,23,3.51
1112,1122,15,3.1
1112,1159,28,2.67
1112,1149,25,2.84
1112,1132,22,3.72
1112,1149,13,2.51
1112,1112,6,2.1
1112,1132,17,3.81
1112,1152,39,3.06
1112,1112,8,2.8
1112,1132,22,3.22
1112,1152,29,2.64
1112,1162,42,3.14
1112,1112,7,1.1
1112,1132,21,2.28
1112,1119,16,2.72
1112,1149,31,2.92
1112,1132,25,2.8
1112,1122,15,3.83
1112,1116,6,4.1
1112,1112,6,2.75
1112,1126,18,1.6
1112,1182,18,3.55
1112,1112,7,1.66
1112,1112,6,0.1
1112,1139,29,2.02
1112,1112,8,0.43
1112,1129,15,2.4
1112,1172,31,2.07
1112,1122,15,2.32
1112,1142,22,3.17
1112,1152,35,3.27
1112,1142,41,3.03
1112,1152,30,3.72
1112,1142,22,2.27
1112,1112,8,3.86
1112,1112,8,
1112,1149,17,3.29
1112,1119,14,3.56
1112,1202,52,2.08
1112,1139,32,3.24
1112,1129,18,3.24
1112,1139,22,2.9
1112,1129,11,3.52
1112,1159,33,3.17
1112,1142,34,3.31
1112,1132,29,2.22
1112,1119,10,3.0
1112,1112,6,0.1
1112,1116,8,2.27
1112,1132,30,3.5
1112,1112,7,0.1
1112,1112,6,2.6
1112,1162,47,3.21
1112,1142,29,1.81
1112,1112,7,
1112,1152,23,2.99
1112,1142,36,3.75
1112,1139,10,4.1
1112,1122,12,2.7
1112,1112,5,1.1
1112,1222,36,3.07
1112,1132,26,2.51
1112,1142,32,3.33
1112,1142,30,2.24
1112,1169,54,2.9
1112,1132,16,3.17
1112,1162,37,2.6
1112,1142,15,3.76
1112,1132,10,3.5
1112,1132,22,3.21
1112,1119,8,3.56
1112,1119,8,3.25
1112,1119,11,3.44
1112,1142,36,2.83
1112,1152,37,3.53
1112,1116,9,4.1
1112,1116,7,2.3
1112,1112,8,2.85
1112,1122,6,
1112,1142,34,3.6
1112,1139,36,3.15
1112,1132,22,2.68
1112,1112,7,1.6
1112,1159,38,3.02
1112,1209,24,3.06
1112,1112,6,
1112,1122,14,2.23
1112,1112,7,3.4
1112,1122,14,1.43
1112,1112,6,
1112,1222,37,4.1
1112,1132,22,3.15
1112,1142,36,3.74
1112,1122,17,3.68
1112,1112,9,2.82
1112,1149,28,3.95
1112,1146,35,2.39
1112,1146,24,2.75
1112,1182,41,3.95
1112,1112,8,2.66
1112,1142,21,2.23
1112,1112,8,
1112,1142,26,3.41
1112,1116,11,2.38
1112,1169,11,0.1
1112,1112,8,2.0
1112,1112,5,3.4
1112,1162,30,2.77
1112,1112,8,0.1
1112,1132,28,3.84
1112,1129,11,3.33
1112,1112,8,3.33
1112,1156,10,4.04
1112,1112,7,3.95
1112,1132,17,3.77
1112,1129,27,3.66
1112,1142,12,2.95
1112,1112,5,3.4
1112,1129,22,3.06
1112,1142,25,2.79
1112,1152,18,3.36
1112,1139,33,2.71
1112,1112,6,
1112,1179,30,2.26
1112,1142,34,3.04
1112,1112,9,2.76
1112,1122,15,3.5
1112,1159,44,2.58
1112,1139,10,3.26
1112,1162,53,2.71
1112,1112,7,3.23
1112,1119,8,2.35
1112,1112,5,2.8
1112,1132,24,2.57
1112,1116,6,4.1
1112,1132,22,3.7
1112,1149,43,2.68
1112,1122,9,3.58
1112,1129,6,2.95
1112,1112,8,
1112,1146,27,2.92
1112,1152,39,2.49
1112,1162,23,3.43
1112,1119,8,3.45
1112,1129,17,3.69
1112,1132,17,2.49
1112,1132,29,1.89
1112,1132,27,3.06
1112,1122,19,2.41
1112,1122,12,2.38
1112,1149,22,3.68
1112,1112,6,3.25
1112,1182,32,2.38
1112,1112,8,2.1
1112,1146,33,3.4
1112,1139,15,3.41
1112,1142,29,2.87
1112,1152,27,3.44
1112,1172,43,2.97
1112,1119,10,3.35
1112,1112,6,3.25
1112,1119,12,2.13
1112,1146,38,3.09
1112,1112,6,3.95
1112,1149,21,2.33
1112,1112,6,4.1
1112,1152,30,2.57
1112,1192,18,3.1
1112,1132,31,3.21
1112,1122,11,3.87
1112,1129,14,3.54
1112,1152,18,3.72
1112,1122,15,2.75
1112,1119,10,3.41
1112,1179,40,3.31
1112,1132,12,2.65
1112,1152,33,3.91
1112,1112,7,2.86
1112,1212,52,3.29
1112,1179,19,3.77
1112,1152,38,3.53
1112,1119,12,0.84
1112,1119,10,2.85
1112,1112,7,1.6
1112,1142,24,3.56
1112,1119,12,2.28
1112,1192,50,2.39
1112,1139,27,3.87
1112,1126,9,3.1
1112,1122,9,3.25
1112,1129,18,3.02
1112,1112,5,
1112,1139,30,3.25
1112,1129,13,3.57
1112,1119,6,4.1
1112,1122,7,4.0
1112,1112,8,3.2
1112,1139,28,2.92
1112,1189,26,3.57
1112,1152,42,3.4
1112,1129,21,1.74
1112,1129,17,2.17
1112,1112,8,2.52
1112,1142,31,2.44
1112,1122,20,1.28
1112,1122,16,3.0
1112,1152,21,3.84
1112,1132,14,0.1
1112,1139,30,2.03
1112,1159,27,3.35
1112,1112,6,3.1
1112,1146,34,2.46
1112,1122,10,3.4
1112,1122,17,3.31
1112,1119,8,2.6
1112,1122,21,3.91
1112,1122,17,2.79
1112,1129,23,3.61
1112,1112,8,3.95
1112,1112,7,1.53
1112,1122,16,3.07
1112,1172,54,3.19
1112,1112,8,3.27
1112,1112,5,2.8
1112,1112,8,3.4
1112,1142,35,3.88
1112,1172,10,4.1
1112,1119,10,0.85
1112,1162,33,3.07
1112,1129,20,3.18
1112,1112,7,0.1
1112,1112,7,1.6
1112,1132,27,2.78
1112,1139,26,3.57
1112,1112,8,3.1
1112,1129,11,3.71
1112,1159,27,3.06
1112,1152,40,2.74
1112,1149,35,3.57
1112,1152,46,3.01
1112,1179,53,2.66
1112,1152,40,2.88
1112,1129,7,3.66
1112,1112,6,3.4
1112,1129,20,4.08
1112,1119,8,3.1
1112,1142,31,2.25
1112,1152,28,2.61
1112,1129,14,2.6
1112,1112,5,2.8
1112,1229,19,3.83
1112,1152,36,3.64
1112,1119,9,1.6
1112,1142,31,2.63
1112,1122,17,3.32
1112,1152,12,3.67
1112,1112,5,4.1
1112,1132,15,1.47
1112,1159,26,2.68
1112,1112,8,2.27
1112,1132,26,3.88
1112,1229,20,3.74
1112,1129,14,3.1
1112,1122,16,2.0
1112,1112,8,2.85
1112,1212,32,2.73
1112,1182,65,3.58
1112,1152,28,3.07
1112,1142,38,3.0
1112,1139,18,3.04
1112,1112,7,3.43
1112,1112,7,3.33
1112,1112,5,3.8
1112,1132,23,4.08
1112,1172,42,2.7
1112,1132,16,3.24
1112,1162,36,2.96
1112,1112,8,2.37
1112,1119,6,3.75
1112,1162,27,2.46
1112,1202,37,3.56
1112,1192,53,3.17
1112,1112,8,1.85
1112,1129,21,3.1
1112,1142,37,3.23
1112,1129,20,2.74
1112,1139,25,2.77
1112,1112,6,2.4
1112,1112,7,3.46
1112,1122,16,3.46
1112,1132,19,3.83
1112,1119,11,2.67
1112,1169,51,2.34
1112,1122,10,3.45
1112,1172,17,3.66
1112,1122,13,3.05
1112,1199,39,3.17
1112,1142,28,3.22
1112,1112,5,4.1
1112,1119,7,3.76
1112,1162,31,3.32
1112,1122,13,3.66
1112,1142,28,3.8
1112,1139,25,3.28
1112,1116,9,2.1
1112,1142,34,3.17
1112,1112,8,4.1
1112,1112,8,3.67
1112,1122,9,4.1
1112,1112,6,
1112,1129,17,3.86
1112,1112,5,2.8
1112,1129,16,2.65
1112,1139,36,3.88
1112,1126,16,3.22
1112,1116,9,2.1
1112,1119,11,2.28
1112,1159,32,3.17
1112,1142,24,2.48
1112,1112,8,3.52
1112,1139,24,3.26
1112,1172,22,3.07
1112,1142,27,2.26
1112,1202,39,1.92
1112,1146,38,3.25
1112,1112,8,2.43
1112,1122,16,2.0
1112,1122,12,4.02
1112,1116,10,3.83
1112,1132,23,3.18
1112,1139,31,2.39
1112,1119,11,3.68
1112,1112,8,3.1
1112,1132,16,3.59
1112,1122,16,1.9
1112,1112,6,
1112,1112,8,
1112,1112,6,
1112,1116,7,2.86
1112,1122,17,1.68
1112,1129,18,2.53
1112,1159,10,1.1
1112,1122,12,3.26
1112,1129,23,3.35
1112,1142,36,3.21
1112,1132,22,2.51
1112,1209,53,3.45
1112,1119,6,
1112,1122,11,3.58
1112,1122,15,2.59
1112,1112,6,2.4
1112,1119,7,3.43
1112,1129,12,3.95
1112,1182,45,3.43
1112,1119,10,1.7
1112,1119,15,3.2
1112,1119,9,3.86
1112,1142,40,3.51
1112,1229,11,0.1
1112,1122,12,3.9
1112,1139,28,3.43
1112,1119,7,3.86
1112,1112,8,2.57
1112,1122,15,1.77
1112,1142,33,4.0
1112,1139,17,3.59
1112,1129,15,3.48
1112,1182,27,1.4
1112,1112,8,
1112,1209,34,3.48
1112,1119,11,2.2
1112,1112,5,
1112,1112,6,2.75
1112,1139,20,3.06
1112,1139,21,2.34
1112,1169,40,3.72
1112,1139,10,3.45
1112,1162,55,2.67
1112,1169,46,3.47
1112,1119,6,4.1
1112,1132,20,3.23
1112,1129,8,4.1
1112,1132,16,1.48
1112,1112,7,3.76
1112,1122,17,1.76
1112,1152,32,3.29
1112,1172,34,3.23
1112,1169,37,3.99
1112,1139,9,3.52
1112,1122,12,1.64
1112,1119,12,3.71
1112,1129,17,1.7
1112,1112,6,3.95
1112,1112,9,0.1
1112,1129,21,2.51
1112,1122,17,1.5
1112,1129,19,1.74
1112,1112,6,3.1
1112,1112,7,2.76
1112,1162,41,2.9
1112,1136,25,3.33
1112,1152,33,3.44
1112,1122,15,1.57
1112,1132,15,2.86
1112,1112,5,4.1
1112,1122,14,2.81
1112,1112,7,3.75
1112,1152,16,3.0
1112,1192,21,3.98
1112,1159,35,2.3
1112,1112,8,1.76
1112,1112,7,2.1
1112,1119,13,3.24
1112,1119,8,1.76
1112,1122,16,3.97
1112,1139,28,3.26
1112,1162,55,2.65
1112,1219,31,2.4
1112,1112,8,1.1
1112,1112,6,2.9
1112,1112,6,
1112,1159,23,3.71
1112,1112,5,
1112,1112,7,1.86
1112,1152,27,2.32
1112,1142,36,3.92
1112,1119,10,3.66
1112,1139,29,3.18
1112,1116,8,3.95
1112,1116,9,2.28
1112,1112,6,2.95
1112,1112,8,
1112,1119,12,3.13
1112,1112,7,2.53
1112,1149,43,2.68
1112,1112,7,3.3
1112,1122,8,3.2
1112,1142,26,2.97
1112,1179,41,3.55
1112,1122,16,3.17
1112,1136,10,2.76
1112,1112,5,
1112,1129,22,3.08
1112,1119,12,2.8
1112,1159,28,2.35
1112,1112,6,2.45
1112,1142,27,3.39
1112,1119,12,1.56
1112,1136,14,3.1
1112,1132,24,3.95
1112,1129,18,3.52
1112,1152,26,3.75
1112,1152,34,3.66
1112,1112,5,
1112,1112,6,3.8
1112,1139,22,3.74
1112,1129,20,3.85
1112,1112,6,3.1
1112,1112,7,
1112,1112,7,0.1
1112,1149,13,3.51
1112,1182,32,4.02
1112,1229,19,3.52
1112,1119,15,3.19
1112,1122,10,3.88
1112,1142,33,2.94
1112,1146,21,2.16
1112,1142,31,3.22
1112,1152,44,2.4
1112,1122,19,2.6
1112,1149,28,3.79
